[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_8_9_n1 /home/emarolab/ASP/CAPF/ASP/clingo/data/8_9/8_9_n1.asp 8_9"
[pyrunlim] start:		Wed Jun 13 12:19:22 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.021	     0.020	     0.000	      14.2	       7.8	       0.0
[pyrunlim] sample:		    20.363	     1.040	     0.000	      40.6	      40.6	       0.0
[pyrunlim] sample:		    30.003	     8.600	     0.000	      44.2	      44.2	       0.0
[pyrunlim] sample:		    40.143	    16.460	     0.000	      48.2	      48.2	       0.0
[pyrunlim] sample:		    50.271	    26.590	     0.000	      48.2	      48.2	       0.0
[pyrunlim] sample:		    60.401	    35.700	     0.000	      48.2	       7.8	       0.0
[pyrunlim] sample:		    70.532	    44.350	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		    80.660	    54.480	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		    90.788	    64.610	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   100.915	    74.740	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   110.030	    83.850	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   120.159	    93.980	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   130.287	   104.110	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   140.416	   114.230	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   150.544	   124.360	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   160.673	   134.490	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   170.802	   144.620	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   180.930	   154.750	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   190.046	   163.870	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   200.175	   173.990	     0.000	      51.8	      51.8	       0.0
[pyrunlim] sample:		   210.313	   181.280	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   220.440	   191.410	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   230.568	   201.530	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   240.695	   211.660	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   250.823	   221.790	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   260.951	   231.920	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   270.067	   241.030	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   280.195	   251.160	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   290.323	   261.290	     0.000	      55.4	      55.4	       0.0
[pyrunlim] sample:		   300.451	   271.420	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   310.579	   281.540	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   320.708	   291.670	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   330.836	   301.800	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   340.965	   311.930	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   350.080	   321.040	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   360.209	   331.170	     0.000	      55.6	      55.6	       0.0
[pyrunlim] sample:		   370.337	   341.300	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   380.467	   351.430	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   390.596	   361.560	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   400.726	   371.690	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   410.854	   381.820	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   420.983	   391.950	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   430.099	   401.060	     0.000	      56.9	      56.9	       0.0
[pyrunlim] sample:		   440.227	   411.190	     0.000	      58.4	      58.4	       0.0
[pyrunlim] sample:		   450.356	   421.320	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   460.485	   431.450	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   470.615	   441.580	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   480.745	   451.710	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   490.874	   461.840	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   501.003	   471.960	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   510.120	   481.080	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   520.249	   491.210	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   530.379	   501.340	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   540.508	   511.470	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   550.638	   521.600	     0.000	      58.7	      58.7	       0.0
[pyrunlim] sample:		   560.767	   531.720	     0.000	      59.5	      59.5	       0.0
[pyrunlim] sample:		   570.896	   541.850	     0.000	      59.7	      59.7	       0.0
[pyrunlim] sample:		   580.012	   550.960	     0.000	      61.0	      61.0	       0.0
[pyrunlim] sample:		   590.141	   561.090	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   600.272	   571.220	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   610.402	   581.350	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   620.532	   591.480	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   630.661	   601.610	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   640.791	   611.740	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   650.921	   621.870	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   660.038	   630.990	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   670.167	   641.120	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   680.298	   651.250	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   690.427	   661.380	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   700.558	   671.510	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   710.687	   681.640	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   720.817	   691.770	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   730.946	   701.900	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   740.064	   711.010	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   750.193	   721.140	     0.000	      64.4	      64.4	       0.0
[pyrunlim] sample:		   760.331	   729.100	     0.000	      64.4	      59.0	       0.0
[pyrunlim] sample:		   770.460	   739.230	     0.000	      64.4	      59.0	       0.0
[pyrunlim] sample:		   780.589	   749.360	     0.000	      64.4	      59.3	       0.0
[pyrunlim] sample:		   790.718	   759.490	     0.000	      64.4	      59.3	       0.0
[pyrunlim] sample:		   800.846	   769.620	     0.000	      64.4	      59.3	       0.0
[pyrunlim] sample:		   810.976	   779.750	     0.000	      64.4	      59.3	       0.0
[pyrunlim] sample:		   820.092	   788.860	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   830.221	   798.980	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   840.352	   809.120	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   850.480	   819.240	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   860.609	   829.370	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   870.738	   839.500	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   880.867	   849.630	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   890.996	   859.760	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   900.112	   868.880	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   910.241	   879.000	     0.010	      64.9	      64.9	       0.0
[pyrunlim] sample:		   920.369	   889.130	     0.010	      66.2	      66.2	       0.0
[pyrunlim] sample:		   930.498	   899.260	     0.010	      66.2	      66.2	       0.0
[pyrunlim] sample:		   940.627	   909.390	     0.010	      71.9	      71.9	       0.0
[pyrunlim] sample:		   950.756	   919.520	     0.010	      72.9	      72.9	       0.0
[pyrunlim] sample:		   960.885	   929.650	     0.010	      72.9	      72.9	       0.0
[pyrunlim] sample:		   970.001	   938.760	     0.010	      72.9	      72.9	       0.0
[pyrunlim] sample:		   980.131	   948.890	     0.010	      72.9	      72.9	       0.0
[pyrunlim] sample:		   990.260	   959.020	     0.010	      73.4	      73.4	       0.0
[pyrunlim] sample:		  1000.389	   969.150	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1010.519	   979.280	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1020.648	   989.410	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1030.778	   999.540	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1040.908	  1009.670	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1050.025	  1018.790	     0.010	      74.2	      74.2	       0.0
[pyrunlim] sample:		  1060.156	  1028.920	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1070.286	  1039.050	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1080.417	  1049.180	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1090.547	  1059.310	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1100.678	  1069.440	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1110.808	  1079.570	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1120.938	  1089.700	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1130.055	  1098.820	     0.010	      78.6	      78.6	       0.0
[pyrunlim] sample:		  1140.187	  1108.950	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1150.318	  1119.080	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1160.449	  1129.210	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1170.580	  1139.340	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1180.711	  1149.470	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1190.841	  1159.600	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1200.973	  1169.730	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1210.091	  1178.850	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1220.221	  1188.980	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1230.353	  1199.110	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1240.485	  1209.240	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1250.615	  1219.370	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1260.746	  1229.510	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1270.878	  1239.640	     0.010	      85.8	      85.8	       0.0
[pyrunlim] sample:		  1281.009	  1249.770	     0.010	      91.2	      91.2	       0.0
[pyrunlim] sample:		  1290.127	  1258.880	     0.010	      91.2	      85.9	       0.0
[pyrunlim] sample:		  1300.256	  1269.010	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1310.387	  1279.140	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1320.517	  1289.270	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1330.648	  1299.400	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1340.780	  1309.530	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1350.911	  1319.660	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1360.028	  1328.780	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1370.160	  1338.910	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1380.291	  1349.040	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1390.422	  1359.180	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1400.554	  1369.310	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1410.686	  1379.440	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1420.818	  1389.570	     0.010	      91.2	      86.2	       0.0
[pyrunlim] sample:		  1430.950	  1399.700	     0.010	      91.2	      86.2	       0.0
