[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_5_12_n10 /home/emarolab/ASP/CAPF/ASP/clingo/data/5_12/5_12_n10.asp 5_12"
[pyrunlim] start:		Sat Jun  9 19:17:22 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.006	     0.000	     0.000	       7.5	       7.5	       0.0
[pyrunlim] sample:		    20.304	     0.320	     0.000	      27.7	       7.5	       0.0
[pyrunlim] sample:		    30.959	     4.920	     0.010	      44.7	      44.7	       0.0
[pyrunlim] sample:		    40.071	    11.370	     0.010	      47.4	      47.4	       0.0
[pyrunlim] sample:		    50.195	    18.500	     0.010	      51.0	      51.0	       0.0
[pyrunlim] sample:		    60.311	    28.610	     0.010	      51.0	      51.0	       0.0
[pyrunlim] sample:		    70.434	    36.700	     0.010	      51.0	       7.5	       0.0
[pyrunlim] sample:		    80.550	    46.200	     0.010	      54.4	      54.4	       0.0
[pyrunlim] sample:		    90.665	    56.320	     0.010	      54.4	      54.4	       0.0
[pyrunlim] sample:		   100.779	    66.430	     0.010	      54.4	      54.4	       0.0
[pyrunlim] sample:		   110.892	    76.550	     0.010	      54.4	      54.4	       0.0
[pyrunlim] sample:		   121.006	    86.660	     0.010	      54.4	      54.4	       0.0
[pyrunlim] sample:		   130.111	    92.840	     0.010	      54.6	      24.6	       0.0
[pyrunlim] sample:		   140.224	   102.960	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   150.338	   113.070	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   160.452	   123.180	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   170.566	   133.300	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   180.679	   143.410	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   190.794	   153.520	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   200.909	   163.640	     0.010	      57.3	      57.3	       0.0
[pyrunlim] sample:		   210.013	   172.740	     0.010	      57.6	      57.6	       0.0
[pyrunlim] sample:		   220.128	   182.860	     0.010	      57.6	      57.6	       0.0
[pyrunlim] sample:		   230.244	   192.970	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   240.360	   203.090	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   250.476	   213.200	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   260.591	   223.320	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   270.707	   233.430	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   280.823	   243.550	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   290.938	   253.660	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   300.042	   262.770	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   310.158	   272.880	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   320.273	   283.000	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   330.388	   293.120	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   340.504	   303.230	     0.010	      58.1	      58.1	       0.0
[pyrunlim] sample:		   350.631	   310.780	     0.030	      58.1	      57.2	       0.0
[pyrunlim] sample:		   360.745	   320.890	     0.030	      60.5	      60.5	       0.0
[pyrunlim] sample:		   370.860	   331.000	     0.030	      60.5	      60.5	       0.0
[pyrunlim] sample:		   380.974	   341.110	     0.030	      60.5	      60.5	       0.0
[pyrunlim] sample:		   390.077	   350.220	     0.030	      60.5	      60.5	       0.0
[pyrunlim] sample:		   400.191	   360.330	     0.030	      60.5	      60.5	       0.0
[pyrunlim] sample:		   410.306	   370.450	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   420.421	   380.560	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   430.536	   390.680	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   440.651	   400.790	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   450.766	   410.910	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   460.881	   421.020	     0.030	      61.0	      61.0	       0.0
[pyrunlim] sample:		   470.996	   431.140	     0.030	      61.5	      61.5	       0.0
[pyrunlim] sample:		   480.099	   440.240	     0.030	      61.5	      61.5	       0.0
