[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_5_12_n5 /home/emarolab/ASP/CAPF/ASP/clingo/data/5_12/5_12_n5.asp 5_12"
[pyrunlim] start:		Sat Jun  9 18:16:39 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.007	     0.010	     0.000	      15.4	       9.2	       0.0
[pyrunlim] sample:		    20.274	     0.660	     0.000	      37.0	       9.2	       0.0
[pyrunlim] sample:		    30.930	     4.090	     0.000	      43.0	      42.0	       0.0
[pyrunlim] sample:		    40.043	    10.400	     0.000	      46.3	      38.9	       0.0
[pyrunlim] sample:		    50.158	    20.510	     0.000	      49.4	      49.4	       0.0
[pyrunlim] sample:		    60.273	    30.630	     0.000	      49.4	      49.4	       0.0
[pyrunlim] sample:		    70.387	    40.740	     0.000	      49.4	      49.4	       0.0
[pyrunlim] sample:		    80.511	    47.930	     0.000	      52.4	      52.4	       0.0
[pyrunlim] sample:		    90.625	    58.050	     0.000	      52.4	      52.4	       0.0
[pyrunlim] sample:		   100.740	    68.160	     0.000	      52.6	      52.6	       0.0
[pyrunlim] sample:		   110.855	    78.270	     0.000	      52.6	      52.6	       0.0
[pyrunlim] sample:		   120.970	    88.390	     0.000	      52.6	      52.6	       0.0
[pyrunlim] sample:		   130.073	    97.490	     0.000	      52.9	      52.9	       0.0
[pyrunlim] sample:		   140.189	   107.610	     0.000	      52.9	      52.9	       0.0
[pyrunlim] sample:		   150.305	   117.730	     0.000	      53.2	      53.2	       0.0
[pyrunlim] sample:		   160.421	   127.840	     0.000	      53.2	      53.2	       0.0
[pyrunlim] sample:		   170.536	   137.960	     0.000	      53.2	      53.2	       0.0
[pyrunlim] sample:		   180.652	   148.070	     0.000	      53.2	      53.2	       0.0
[pyrunlim] sample:		   190.779	   155.750	     0.000	      56.0	      56.0	       0.0
[pyrunlim] sample:		   200.893	   165.870	     0.000	      56.0	      56.0	       0.0
[pyrunlim] sample:		   211.007	   175.980	     0.000	      56.0	      56.0	       0.0
[pyrunlim] sample:		   220.112	   185.090	     0.000	      56.2	      56.2	       0.0
[pyrunlim] sample:		   230.228	   195.210	     0.000	      56.2	      56.2	       0.0
[pyrunlim] sample:		   240.341	   205.320	     0.000	      56.2	      56.2	       0.0
[pyrunlim] sample:		   250.455	   215.430	     0.000	      56.5	      56.5	       0.0
[pyrunlim] sample:		   260.569	   225.540	     0.000	      56.5	      56.5	       0.0
[pyrunlim] sample:		   270.683	   235.650	     0.000	      60.1	      60.1	       0.0
[pyrunlim] sample:		   280.798	   245.770	     0.000	      60.1	      60.1	       0.0
[pyrunlim] sample:		   290.911	   255.880	     0.000	      60.1	      60.1	       0.0
[pyrunlim] sample:		   300.014	   264.980	     0.000	      60.1	      60.1	       0.0
[pyrunlim] sample:		   310.129	   275.100	     0.000	      60.1	      60.1	       0.0
[pyrunlim] sample:		   320.244	   285.210	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   330.358	   295.330	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   340.473	   305.440	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   350.589	   315.560	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   360.704	   325.670	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   370.819	   335.790	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   380.934	   345.900	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   390.037	   355.010	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   400.152	   365.120	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   410.268	   375.240	     0.000	      60.6	      60.6	       0.0
[pyrunlim] sample:		   420.383	   385.350	     0.000	      60.9	      60.9	       0.0
[pyrunlim] sample:		   430.498	   395.470	     0.000	      60.9	      60.9	       0.0
[pyrunlim] sample:		   440.613	   405.580	     0.000	      60.9	      60.9	       0.0
[pyrunlim] sample:		   450.729	   415.700	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   460.844	   425.810	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   470.959	   435.920	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   480.063	   445.030	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   490.179	   455.140	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   500.294	   465.260	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   510.409	   475.380	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   520.524	   485.490	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   530.639	   495.600	     0.000	      61.9	      61.9	       0.0
[pyrunlim] sample:		   540.767	   503.630	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   550.882	   513.740	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   560.997	   523.860	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   570.100	   532.960	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   580.216	   543.080	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   590.331	   553.190	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   600.446	   563.300	     0.000	      61.9	      59.0	       0.0
[pyrunlim] sample:		   610.560	   573.420	     0.000	      61.9	      59.3	       0.0
[pyrunlim] sample:		   620.675	   583.530	     0.000	      61.9	      59.3	       0.0
[pyrunlim] sample:		   630.790	   593.650	     0.000	      61.9	      60.3	       0.0
[pyrunlim] sample:		   640.905	   603.760	     0.000	      61.9	      60.3	       0.0
[pyrunlim] sample:		   650.008	   612.870	     0.000	      61.9	      60.3	       0.0
[pyrunlim] sample:		   660.123	   622.980	     0.000	      61.9	      60.8	       0.0
[pyrunlim] sample:		   670.239	   633.100	     0.000	      61.9	      60.8	       0.0
[pyrunlim] sample:		   680.354	   643.210	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   690.468	   653.330	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   700.583	   663.440	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   710.698	   673.550	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   720.814	   683.670	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   730.928	   693.790	     0.000	      61.9	      61.4	       0.0
[pyrunlim] sample:		   740.032	   702.890	     0.000	      63.4	      63.4	       0.0
[pyrunlim] sample:		   750.147	   713.000	     0.000	      63.9	      63.9	       0.0
[pyrunlim] sample:		   760.262	   723.120	     0.000	      63.9	      63.9	       0.0
[pyrunlim] sample:		   770.377	   733.230	     0.000	      64.7	      64.7	       0.0
[pyrunlim] sample:		   780.491	   743.340	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   790.607	   753.460	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   800.722	   763.570	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   810.837	   773.690	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   820.951	   783.800	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   830.055	   792.900	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   840.170	   803.020	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   850.285	   813.140	     0.000	      65.0	      65.0	       0.0
[pyrunlim] sample:		   860.400	   823.250	     0.000	      65.0	      65.0	       0.0
