[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_7_8_n4 /home/emarolab/ASP/CAPF/ASP/clingo/data/7_8/7_8_n4.asp 7_8"
[pyrunlim] start:		Thu Jun  7 20:56:43 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.492	     0.000	     0.000	       9.3	       9.3	       0.0
[pyrunlim] sample:		    20.240	     3.500	     0.000	      28.5	      28.5	       0.0
[pyrunlim] sample:		    30.868	    11.990	     0.010	      30.8	      30.8	       0.0
[pyrunlim] sample:		    40.975	    19.570	     0.010	      32.9	      32.9	       0.0
[pyrunlim] sample:		    50.068	    28.660	     0.010	      33.1	      33.1	       0.0
[pyrunlim] sample:		    60.171	    38.760	     0.010	      34.9	      34.9	       0.0
[pyrunlim] sample:		    70.277	    48.870	     0.010	      37.0	      37.0	       0.0
[pyrunlim] sample:		    80.383	    58.980	     0.010	      37.0	      37.0	       0.0
[pyrunlim] sample:		    90.489	    69.080	     0.010	      37.0	      37.0	       0.0
[pyrunlim] sample:		   100.595	    79.190	     0.010	      37.0	      37.0	       0.0
[pyrunlim] sample:		   110.702	    89.300	     0.010	      37.0	      37.0	       0.0
[pyrunlim] sample:		   120.820	    96.970	     0.010	      37.0	      35.0	       0.0
[pyrunlim] sample:		   130.925	   107.070	     0.010	      38.1	      38.1	       0.0
[pyrunlim] sample:		   140.020	   116.170	     0.010	      38.1	      38.1	       0.0
[pyrunlim] sample:		   150.125	   126.270	     0.010	      38.4	      38.4	       0.0
[pyrunlim] sample:		   160.231	   136.380	     0.010	      38.4	      38.4	       0.0
[pyrunlim] sample:		   170.337	   146.470	     0.020	      42.5	      42.5	       0.0
[pyrunlim] sample:		   180.443	   156.580	     0.020	      48.9	      48.9	       0.0
[pyrunlim] sample:		   190.549	   166.680	     0.020	      51.8	      51.8	       0.0
[pyrunlim] sample:		   200.656	   176.790	     0.020	      51.8	      51.8	       0.0
[pyrunlim] sample:		   210.762	   186.900	     0.020	      51.8	      51.8	       0.0
[pyrunlim] sample:		   220.869	   197.000	     0.020	      51.8	      51.8	       0.0
[pyrunlim] sample:		   230.976	   207.110	     0.020	      51.8	      51.8	       0.0
[pyrunlim] sample:		   240.071	   216.210	     0.020	      53.6	      53.6	       0.0
[pyrunlim] sample:		   250.178	   226.310	     0.020	      53.6	      53.6	       0.0
