[pyrunlim] version:		2.16
[pyrunlim] time limit:		3600 seconds
[pyrunlim] memory limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] real time limit:	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 seconds
[pyrunlim] swap limit:		10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 MB
[pyrunlim] pyrunlim cpu affin.:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] cpu affinity:	[0, 1, 2, 3, 4, 5, 6, 7]
[pyrunlim] nice:		20
[pyrunlim] running:		bash -c "./wrapper_clingo.py solution_7_9_n9 /home/emarolab/ASP/CAPF/ASP/clingo/data/7_9/7_9_n9.asp 7_9"
[pyrunlim] start:		Tue Jun 12 21:20:47 2018
[pyrunlim] columns:		real (s)	user (s)	sys (s)  	max memory (MB)	rss (MB)   	swap (MB)
[pyrunlim] sample:		    10.036	     0.020	     0.000	      14.5	       7.8	       0.0
[pyrunlim] sample:		    20.360	     0.920	     0.000	      34.1	       7.8	       0.0
[pyrunlim] sample:		    30.006	     6.510	     0.010	      40.4	      40.4	       0.0
[pyrunlim] sample:		    40.142	    14.190	     0.020	      43.4	      43.4	       0.0
[pyrunlim] sample:		    50.265	    24.320	     0.020	      43.4	      43.4	       0.0
[pyrunlim] sample:		    60.389	    34.440	     0.020	      43.4	      43.4	       0.0
[pyrunlim] sample:		    70.512	    44.560	     0.020	      43.6	      43.6	       0.0
[pyrunlim] sample:		    80.646	    52.660	     0.020	      43.6	       7.8	       0.0
[pyrunlim] sample:		    90.769	    62.780	     0.020	      46.1	      46.1	       0.0
[pyrunlim] sample:		   100.892	    72.900	     0.020	      46.1	      46.1	       0.0
[pyrunlim] sample:		   110.003	    82.010	     0.020	      46.1	      46.1	       0.0
[pyrunlim] sample:		   120.126	    92.130	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   130.250	   102.260	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   140.374	   112.380	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   150.497	   122.510	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   160.621	   132.630	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   170.745	   142.750	     0.020	      46.4	      46.4	       0.0
[pyrunlim] sample:		   180.869	   152.870	     0.030	      46.6	      46.6	       0.0
[pyrunlim] sample:		   190.993	   163.000	     0.030	      46.9	      46.9	       0.0
[pyrunlim] sample:		   200.104	   172.110	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   210.228	   182.230	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   220.353	   192.360	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   230.476	   202.480	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   240.600	   212.610	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   250.724	   222.730	     0.030	      47.7	      47.7	       0.0
[pyrunlim] sample:		   260.848	   232.850	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   270.973	   242.970	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   280.085	   252.080	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   290.210	   262.210	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   300.335	   272.330	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   310.459	   282.460	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   320.584	   292.580	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   330.708	   302.710	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   340.832	   312.830	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   350.957	   322.960	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   360.069	   332.070	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   370.194	   342.190	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   380.318	   352.320	     0.030	      51.8	      51.8	       0.0
[pyrunlim] sample:		   390.443	   362.440	     0.030	      53.1	      53.1	       0.0
[pyrunlim] sample:		   400.576	   369.980	     0.040	      53.1	      48.8	       0.0
[pyrunlim] sample:		   410.701	   380.100	     0.040	      53.1	      48.8	       0.0
[pyrunlim] sample:		   420.826	   390.220	     0.040	      53.1	      48.8	       0.0
[pyrunlim] sample:		   430.950	   400.350	     0.040	      53.1	      49.1	       0.0
[pyrunlim] sample:		   440.063	   409.460	     0.040	      53.1	      49.1	       0.0
[pyrunlim] sample:		   450.188	   419.590	     0.040	      53.1	      49.1	       0.0
[pyrunlim] sample:		   460.312	   429.710	     0.040	      54.3	      54.3	       0.0
[pyrunlim] sample:		   470.438	   439.830	     0.040	      54.3	      54.3	       0.0
[pyrunlim] sample:		   480.563	   449.960	     0.040	      54.3	      54.3	       0.0
[pyrunlim] sample:		   490.689	   460.090	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   500.815	   470.210	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   510.941	   480.340	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   520.055	   489.450	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   530.181	   499.580	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   540.307	   509.700	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   550.433	   519.830	     0.040	      59.9	      59.9	       0.0
[pyrunlim] sample:		   560.559	   529.950	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   570.685	   540.080	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   580.812	   550.210	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   590.939	   560.330	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   600.054	   569.450	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   610.181	   579.580	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   620.308	   589.700	     0.040	      60.7	      60.7	       0.0
[pyrunlim] sample:		   630.435	   599.830	     0.040	      61.5	      61.5	       0.0
[pyrunlim] sample:		   640.563	   609.960	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   650.690	   620.080	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   660.820	   630.220	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   670.946	   640.340	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   680.059	   649.450	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   690.185	   659.580	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   700.312	   669.710	     0.040	      63.8	      63.8	       0.0
[pyrunlim] sample:		   710.438	   679.830	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   720.565	   689.960	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   730.691	   700.080	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   740.817	   710.210	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   750.943	   720.330	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   760.057	   729.450	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   770.183	   739.570	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   780.309	   749.700	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   790.434	   759.830	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   800.561	   769.950	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   810.689	   780.080	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   820.816	   790.200	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   830.943	   800.330	     0.040	      70.5	      70.5	       0.0
[pyrunlim] sample:		   840.057	   809.450	     0.040	      70.5	      70.5	       0.0
